code,name,region,province,city,platform,reachable,trasparenza_url,discovery_note
BOEE17201L,P.CALAMANDREI D.D. ZOLA PREDOSA,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOEE17204Q,PIERO BERTOLINI - RIALE,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOEE70001X,CASA CIRCONDARIALE,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOEE70101Q,"CENTRO GIUSTIZIA MINORILE ""SICILIANI""",EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOEE80501X,DE AMICIS IC SAN P. IN CASALE,EMILIA ROMAGNA,BOLOGNA,SAN PIETRO IN CASALE,unknown,0,,URLError timed out
BOEE805021,MACCARETOLO,EMILIA ROMAGNA,BOLOGNA,SAN PIETRO IN CASALE,unknown,0,,URLError [Errno -2] Name or service not known
BOEE805032,GIANNI RODARI,EMILIA ROMAGNA,BOLOGNA,SAN PIETRO IN CASALE,unknown,0,,URLError [Errno -2] Name or service not known
BOEE805043,MAZZACURATI,EMILIA ROMAGNA,BOLOGNA,GALLIERA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE80601Q,E.DE AMICIS I.C. PIEVE DI CENTO,EMILIA ROMAGNA,BOLOGNA,PIEVE DI CENTO,unknown,0,,URLError timed out
BOEE80602R,CASTELLO D'ARGILE,EMILIA ROMAGNA,BOLOGNA,CASTELLO D'ARGILE,unknown,0,,URLError timed out
BOEE80604V,"""PACE LIBERA TUTTI"" - MASCARINO",EMILIA ROMAGNA,BOLOGNA,CASTELLO D'ARGILE,unknown,0,,URLError timed out
BOEE80701G,I.C. MONTE S. PIETRO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,spaggiari,1,https://www.comprensivomontesanpietro.edu.it/albo-online/,ok
BOEE80702L,LORIS CASARINI MONTE S.GIOVANNI,EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,unknown,0,,HTTPError 509
BOEE80801B,GIOVANNI XXIII I.C. N 1 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,wordpress_generic,1,,no_trasparenza_found
BOEE80802C,MORANDI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,wordpress_generic,1,,no_trasparenza_found
BOEE80803D,CESANA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,wordpress_generic,1,,no_trasparenza_found
BOEE809017,GIUSEPPE MENGONI,EMILIA ROMAGNA,BOLOGNA,FONTANELICE,unknown,0,,URLError timed out
BOEE809028,C. ZAVOLI I.C. BORGO TOSSIGNANO,EMILIA ROMAGNA,BOLOGNA,BORGO TOSSIGNANO,unknown,0,,URLError timed out
BOEE809039,GIUSEPPE VERDI,EMILIA ROMAGNA,BOLOGNA,CASTEL DEL RIO,unknown,0,,URLError timed out
BOEE80904A,GRAZIA DELEDDA,EMILIA ROMAGNA,BOLOGNA,CASALFIUMANESE,wordpress_generic,1,https://borgotossignanoic.edu.it/amministrazione-trasparente/,ok
BOEE80905B,CARLO COLLODI,EMILIA ROMAGNA,BOLOGNA,CASALFIUMANESE,unknown,0,,URLError timed out
BOEE81001B,PRIMARIA CASTELLETTO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81002C,PRIMARIA ENRICO TOTI,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE811017,TIZIANO TERZANI - MARANO,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE811028,MARTIRI DI RONCHIDOSO GAGGIO M.,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE811039,SILLA,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81104A,CASTEL D'AIANO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,CASTEL D'AIANO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81106C,GIOVANNI XXIII,EMILIA ROMAGNA,BOLOGNA,LIZZANO IN BELVEDERE,unknown,0,,URLError [Errno -2] Name or service not known
BOEE812013,DRUSIANI - I.C. N. 2 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE812024,ALBERTAZZI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE812035,DE VIGRI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE81301V,BOTTEGO - I.C. N. 3 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE813031,SILVANI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE81401P,E. DE AMICIS I.C. ANZOLA EMILIA,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81402Q,LAVINO DI MEZZO,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81502G,MARSILI L.F.,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE81503L,MADER - I.C. N. 4 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE81601A,FEDERZONI - I.C. N. 5 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOEE81602B,ADELFO GROSSO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOEE81603C,FRANCESCO ACRI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOEE817016,ERCOLANI - I.C. N. 6 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE817038,CLINICA NEUROLOG. INF-NES IC 6,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE817049,CLINICA PED. GOZZADINI I.C. N.6,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE81705A,GIORDANI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE818012,LIVIO TEMPESTA - IC N.7 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE818023,PRIMARIA SCANDELLARA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE81901T,PADULLE - I.C. SALA BOLOGNESE,EMILIA ROMAGNA,BOLOGNA,SALA BOLOGNESE,unknown,0,,HTTPError 509
BOEE81902V,TAVERNELLE,EMILIA ROMAGNA,BOLOGNA,SALA BOLOGNESE,unknown,0,,HTTPError 509
BOEE820012,G. RODARI - I.C. CALDERARA RENO,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE820023,LONGARA,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE82101T,R. VIGANO' - I.C. CERETOLO,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,HTTPError 509
BOEE82102V,ELEMENTARE SILVANA TOVOLI,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,HTTPError 509
BOEE82203Q,SCUOLA PRIMARIA DI VIA E. LOI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,agid_wordpress,1,https://iccastelmaggiore.edu.it/amministrazione-trasparente/,ok
BOEE82204R,FILIPPO BASSI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOEE82205T,ITALO CALVINO,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOEE82206V,PIERO BERTOLINI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOEE824019,BARACCA I.C. CASTIGLIONE PEPOLI,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOEE82402A,BARAGAZZA EE,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOEE82403B,LAGARO EE,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOEE82404C,V. FABI-CAMUGNANO EE,EMILIA ROMAGNA,BOLOGNA,CAMUGNANO,unknown,0,,URLError timed out
BOEE82405D,PRIMARIA S.BENEDETTO V.SAMBRO,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOEE82406E,PRIMARIA PIAN DEL VOGLIO,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOEE825015,PRIMARIA MALALBERGO ALTEDO,EMILIA ROMAGNA,BOLOGNA,MALALBERGO,unknown,0,,URLError timed out
BOEE825026,PRIMARIA BRUNO MUNARI BARICELLA,EMILIA ROMAGNA,BOLOGNA,BARICELLA,unknown,0,,URLError timed out
BOEE826011,A. FRANK - I.C. GRANAROLO,EMILIA ROMAGNA,BOLOGNA,GRANAROLO DELL'EMILIA,unknown,0,,URLError timed out
BOEE82701R,R. BONFIGLIOLI - I.C. MINERBIO,EMILIA ROMAGNA,BOLOGNA,MINERBIO,generic,1,https://www.icminerbio.it/amministrazione-trasparente/,ok
BOEE82702T,ACHILLE CASANOVA CA' DE' FABBRI,EMILIA ROMAGNA,BOLOGNA,MINERBIO,generic,1,https://www.icminerbio.it/amministrazione-trasparente/,ok
BOEE82801L,B. CIARI - I.C. OZZANO EMILIA,EMILIA ROMAGNA,BOLOGNA,OZZANO DELL'EMILIA,unknown,0,,HTTPError 509
BOEE82802N,CESARE GNUDI,EMILIA ROMAGNA,BOLOGNA,OZZANO DELL'EMILIA,unknown,0,,HTTPError 509
BOEE82901C,R.L. MONTALCINI I.C. RASTIGNANO,EMILIA ROMAGNA,BOLOGNA,PIANORO,wordpress_generic,1,https://icrastignano.edu.it/amministrazione-trasparente/,ok
BOEE83001L,D. SABBI - I.C. PIANORO,EMILIA ROMAGNA,BOLOGNA,PIANORO,unknown,0,,URLError timed out
BOEE83002N,SALVO D'ACQUISTO IC PIANORO,EMILIA ROMAGNA,BOLOGNA,PIANORO,unknown,0,,URLError timed out
BOEE832018,G. FORNASINI IC PORRETTA TERME,EMILIA ROMAGNA,BOLOGNA,ALTO RENO TERME,unknown,0,,URLError timed out
BOEE832029,"PRIMARIA ""L. RADICE"" C. CASIO",EMILIA ROMAGNA,BOLOGNA,CASTEL DI CASIO,unknown,0,,URLError timed out
BOEE83203A,PRIMARIA CASOLA BERZANTINA,EMILIA ROMAGNA,BOLOGNA,CASTEL DI CASIO,unknown,0,,URLError timed out
BOEE83204B,"PRIMARIA ""MONTESSORI"" VENTURINA",EMILIA ROMAGNA,BOLOGNA,ALTO RENO TERME,unknown,0,,URLError [Errno -2] Name or service not known
BOEE833014,P. BORSELLINO - I.C. ARGELATO,EMILIA ROMAGNA,BOLOGNA,ARGELATO,madisoft,1,https://icargelato.edu.it/amministrazione-trasparente/,ok
BOEE833025,GIOVANNI FALCONE - FUNO,EMILIA ROMAGNA,BOLOGNA,ARGELATO,madisoft,1,https://icargelato.edu.it/amministrazione-trasparente/,ok
BOEE83401X,I.C. S. GIORGIO DI PIANO CAPOL.,EMILIA ROMAGNA,BOLOGNA,SAN GIORGIO DI PIANO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE834021,"""GIANNI RODARI""",EMILIA ROMAGNA,BOLOGNA,BENTIVOGLIO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE834032,"""DON LORENZO MILANI""",EMILIA ROMAGNA,BOLOGNA,BENTIVOGLIO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE83501Q,G. MARCONI - I.C. BORGONUOVO,EMILIA ROMAGNA,BOLOGNA,SASSO MARCONI,unknown,0,,URLError timed out
BOEE83601G,I.C. SASSO MARCONI - CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,SASSO MARCONI,unknown,0,,URLError timed out
BOEE838017,C. RONDELLI MONZUNO,EMILIA ROMAGNA,BOLOGNA,MONZUNO,unknown,0,,URLError timed out
BOEE838039,G.M. BERTIN - VADO,EMILIA ROMAGNA,BOLOGNA,MONZUNO,unknown,0,,URLError timed out
BOEE839013,BAMBINI DEL '44 I.C. MARZABOTTO,EMILIA ROMAGNA,BOLOGNA,MARZABOTTO,unknown,0,,URLError timed out
BOEE840017,XXV APRILE 1945 - I.C. VERGATO,EMILIA ROMAGNA,BOLOGNA,VERGATO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE840039,TOLE',EMILIA ROMAGNA,BOLOGNA,VERGATO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84004A,GIORGIO MORANDI - GRIZZANA M.,EMILIA ROMAGNA,BOLOGNA,GRIZZANA MORANDI,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84005B,GIUSEPPE BONTA' - RIOLA,EMILIA ROMAGNA,BOLOGNA,VERGATO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84201V,SANTE ZENNARO - I.C. 5 IMOLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE842031,PRIMARIA G. RODARI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84301P,G. MARCONI - I.C. 2 IMOLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE84305V,PRIMARIA QUINTO CASADIO,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE843082,PRIMARIA CARDUCCI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE84401E,PAPA GIOVANNI PAOLO II-CASTE G.,EMILIA ROMAGNA,BOLOGNA,CASTEL GUELFO DI BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84402G,G. PASCOLI - I.C. DOZZA IMOLESE,EMILIA ROMAGNA,BOLOGNA,DOZZA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE84403L,G. PULICARI - TOSCANELLA,EMILIA ROMAGNA,BOLOGNA,DOZZA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE846027,P. TABANELLI - IC 4 IMOLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE846038,PRIMARIA CAMPANELLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE846049,PRIMARIA PULICARI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE847012,CAPPUCCINI - I.C. 6 IMOLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE847034,ATHOS RUBRI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE84801T,A. E V. DIODATO IC MONTERENZIO,EMILIA ROMAGNA,BOLOGNA,MONTERENZIO,unknown,0,,URLError timed out
BOEE84802V,CRISTINA DA PIZZANO,EMILIA ROMAGNA,BOLOGNA,MONTERENZIO,unknown,0,,URLError timed out
BOEE85102P,ARMANDI AVOGLI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE85103Q,BOMBICCI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE85104R,MANZOLINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE85105T,XXI APRILE - I.C. N. 8 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE85201D,R. SANZIO - I.C.N. 9 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE85202E,SAN DOMENICO SAVIO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE853019,GUALANDI - I.C. N. 10 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE85302A,CARLO CHIOSTRI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE854015,DON MINZONI I.C. N. 11 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE854026,ADELE E DINO ROMAGNOLI PARTIGIA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE854037,GIUSEPPE GARIBALDI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE855011,A. VISCARDI I.C. N. 12 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic12bo.it/amministrazione-trasparente/,ok
BOEE855022,PRIMARIA PADRE O. MARELLA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic12bo.it/amministrazione-trasparente/,ok
BOEE85601R,B.BIZZI - I.C. 7 IMOLA,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE85602T,PONTICELLI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOEE85701L,S. FERRARI - I.C. 13 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 404
BOEE85702N,PRIMARIA TAMBRONI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 404
BOEE85703P,CESARE PAVESE,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,generic,1,http://www.ic13bo.it/amministrazione-trasparente/,ok
BOEE85801C,MAZZINI - I.C. N. 14 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE85802D,FIORINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE85803E,2 AGOSTO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE85804G,ALDO MORO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE85805L,LIPPARINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE859018,SERRAZANETTI IC S. AGATA BOL.,EMILIA ROMAGNA,BOLOGNA,SANT'AGATA BOLOGNESE,spaggiari,1,https://www.icsantagatabolognese.edu.it/servizi-personale,ok
BOEE86001C,G. LODI - I.C. CREVALCORE,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,generic,1,http://www.iccrevalcore.net/amministrazione-trasparente/,ok
BOEE86002D,UGO PIZZOLI,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,unknown,0,,HTTPError 509
BOEE862014,B. SARAJEVO - I.C. CRESPELLANO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE862025,G. DEGLI ESPOSTI,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE86301X,P. ZANETTI - BAZZANO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError timed out
BOEE863021,A. VENTURI - MONTEVEGLIO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError timed out
BOEE86401Q,PONTE RONCA - I.C. ZOLA PREDOSA,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOEE86501G,G. SEROTTI IC CASTEL S. PIETRO,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError timed out
BOEE86601B,G. MARCONI - I.C. CASTENASO,EMILIA ROMAGNA,BOLOGNA,CASTENASO,unknown,0,,HTTPError 509
BOEE86602C,VIA NASICA,EMILIA ROMAGNA,BOLOGNA,CASTENASO,unknown,0,,URLError [Errno -2] Name or service not known
BOEE86603D,ANGELA FRESU,EMILIA ROMAGNA,BOLOGNA,CASTENASO,unknown,0,,HTTPError 509
BOEE867017,E. VANNINI - I.C. MEDICINA,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError timed out
BOEE867028,ENZO BIAGI,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError timed out
BOEE867039,GINO ZANARDI,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError timed out
BOEE868013,I.C. MOLINELLA CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,spaggiari,1,https://www.icmolinella.edu.it/pagine/codice-disciplinare-per-il-personale-del-comprato-scuola,ok
BOEE868024,MARMORTA PRIMARIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOEE868035,S.MARTINO IN ARGINE PRIMARIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOEE868046,S.PIETRO CAPOFIUME PRIMARIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOEE86901V,MEZZOLARA - I.C. BUDRIO,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOEE86902X,SCUOLA DEI BAMBINI D. BENNI,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOEE870013,GANDOLFI IC 1 DECIMA PERSICETO,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,unknown,0,,URLError timed out
BOEE870024,ERMANNO QUAQUARELLI,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,unknown,0,,URLError timed out
BOEE87101V,PRIMARIA GARAGNANI - ROMAGNOLI,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,unknown,0,,HTTPError 509
BOEE87201P,CASARALTA - I.C. N. 15 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE87202Q,DOZZA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE87203R,CROCE COPERTA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,spaggiari,1,https://www.istituto15bologna.edu.it/amministrazione-trasparente/,ok
BOEE87205V,SALICETO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE87301E,ZAMBONI - I.C. N. 16 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE87302G,DON BOSCO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOEE87401A,B. CIARI IC CROCE CASALECCHIO,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOEE87402B,XXV APRILE 1945,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOEE875016,GIOSUE' CARDUCCI,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOEE875027,G. GARIBALDI - I.C. CENTRO CAS,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOEE876012,GUIDI - I.C. N. 17 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE87701T,DE AMICIS - I.C. N. 18 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 403
BOEE87702V,BRUNO MONTERUMICI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 403
BOEE87703X,OSPEDALE MAGGIORE IC 18 BO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 403
BOEE87801N,I.O.R PRIMARIA I.C. 19 BO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 403
BOEE87802P,CREMONINI ONGARO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE87803Q,LONGHENA - I.C. N. 19 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE87901D,CARDUCCI - I.C. N. 20 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE87902E,FORTUZZI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOEE88001N,MARCONI - I.C. N. 21 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE88002P,DON MILANI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE88101D,LUIGI FANTINI - FARNETO,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,HTTPError 509
BOEE88102E,PEZZANI IC 1 S. LAZZARO SAVENA,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,HTTPError 509
BOEE88103G,MARIELE VENTRE,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,HTTPError 509
BOEE882019,SCUOLA PRIMARIA L. DONINI,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError timed out
BOEE88202A,SCUOLA PRIMARIA DON TROMBELLI,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError timed out
BOEE88203B,SC.PRIM. L. MILANI PONTICELLA,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError timed out
BOEE883015,JEAN PIAGET I.C. N. 22 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE883026,GIAN PAOLO COSTA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOEE884011,O. MEZZINI I.C. LOIANO MONGHID.,EMILIA ROMAGNA,BOLOGNA,MONGHIDORO,unknown,0,,URLError timed out
BOEE884022,"""ROBERTO MAZZETTI""",EMILIA ROMAGNA,BOLOGNA,LOIANO,unknown,0,,URLError timed out
BOEE88501R,PRIM. DON LEO COMMISSARI BUBANO,EMILIA ROMAGNA,BOLOGNA,MORDANO,unknown,0,,URLError timed out
